Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3,,,,14.17112,,,,,36.4,,,,52.9,52.89427,,,,66.85195,,,,59.00561,,,,
ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,59,,,,65.5,,,,,63.1,,,,57.5,,,,
"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",SH.STA.AIRP.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.2,,,
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,46,,,,,45.2,,,,,44.1,,,43.6,43.1,43.1,,
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.964954447,2.026443217,2.051848756,2.09205897,1.740829706,1.754420133,1.963623255,2.183948957,2.739906196,3.3832764,3.296789372,3.330636943,3.133639413,2.756138388,2.622644788,2.464619011,2.285072891,2.207524666,1.889215303,1.992870898,1.814701672,,
Use of insecticide-treated bed nets (% of under-5 population),SH.MLR.NETS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5564,,,,,,,0.6655,,,,,,,,3.2567,,,,
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,,,,56,56,61,66,74,82,81,79,80,81,82,84,85,86,87,88,87,87,88,88,83,78,84,90,90,89,89,88,88,91,93,96,95,93,88,83,87,87,87,87,87,87,
"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.02,11.24,17.44,24.02,30.89,35.03,36.7,35.57,33.06,30.21,28.3,26.18,25.27,24.12,23.78,23.68,23.68,23.28,21.88,20.72,19.47,18.6,18.65,18.43,17.41,16.07,13.84,11.68,9.7,8.42,7.67,6.98,
Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,910,1400,2100,2800,3500,4000,4400,4700,4900,5000,5000,5000,5000,4900,4800,4400,3500,3400,2600,2100,1300,1300,1400,1200,900,940,1000,960,970,820,690,
"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,3,4.8,7,9.7,12.3,14.5,16.1,17,17.2,17.2,16.7,16.2,15.6,15,14.6,14.3,14,13.8,13.6,13.3,13.1,13,12.9,12.8,12.6,12.2,11.6,10.9,10.2,9.5,8.9,
"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.069625274,1.446372767,1.826125676,2.208884,2.59464774,2.983416895,3.375191466,3.769971453,4.167756855,4.568547673,4.972343906,5.379145555,5.78895262,6.2017651,6.617582996,7.036406308,7.458235035,7.883069177,8.310908736,8.74175371,9.175604099,9.209991728,9.244379358
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,,,,,64.9,,,,,76.1,,,,,,,,
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4,24.4,26,28.7,29.7,30.2,32.8,33.5,36.6,36.6,36.8,38.1,40.4,42.1,42.9,42.8,41.1,38.5,37.8,37.5,,,
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,2.9,4.6,6.9,9.6,12.5,15.2,17.4,19.2,20.5,21.5,22.1,22.5,22.7,22.9,23.1,23.3,23.5,23.7,24,24.2,24.4,24.6,24.8,24.7,24.6,24.2,23.6,23,22.3,21.6,20.9,
"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,7.2,7.1,6.9,6.8,6.7,6.5,6.4,6.3,6.2,6.1,5.9,5.8,5.7,5.6,5.5,5.3,5.2,5.1,5,4.9,4.8,4.7,4.6,4.5,4.4,4.3,4.2,4.1,4,3.9,3.8,
Number of under-five deaths,SH.DTH.MORT,5823,5962,6130,6319,6504,6687,6852,6977,7050,7088,7109,7141,7173,7192,7231,7267,7261,7196,7052,6857,6644,6420,6201,6003,5832,5676,5553,5483,5416,5305,5201,5156,5170,5228,5354,5549,5784,5994,6143,6234,6322,6425,6550,6664,6711,6724,6713,6579,6470,5866,5338,5176,5102,5047,5000,4905,4642,4510,4552,4588,4472,4312,
Number of deaths ages 20-24 years,SH.DTH.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573,616,661,711,768,833,908,989,1068,1147,1213,1268,1307,1328,1335,1326,1308,1294,1261,1234,1193,1143,1079,1010,940,879,833,804,785,770,755,744,
"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3,,,,,59.9,,,,,,,,,,,,,
Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5,35.7,34.8,34,33.3,32.6,31.9,31.2,30.5,29.9,29.4,28.8,28.3,28,27.7,27.5,27.4,27.3,27.5,27.9,,,
Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,,,,,12.6,,,,,9.4,,,,,,,,
Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,,,,,6.3,,,,,6.3,,,,,,,,
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.55556,,,,,,,,,,,,,,,,,,,
"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6,,,,,53.5,,,,,65.4,,,,,,,,
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114.21603,,,841.83405,793.78806,,,,,1046.17915,,,,,,,,,,,,44.69406,,,,
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.79617,,33.54062,27.16386,24.66973,,,,24.42134,21.37825,,21.55378,,,,,,,,,,20.7122,,,,
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.87887955,,87.18553162,,,,,,,100,,,,,,,,,,96.51612091,,,,
"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,0.474169999,0.403560013,0.365960002,0.491649985,0.554719985,0.49048999,0.620459974,0.789420009,0.860679984,0.972559988,0.887290001,0.955770016,0.984979987,0.985509992,0.924399972,1.169059992,1.199589968,1.364760041,1.453750014,1.417170048,1.178689957,1.204210043,2.072050095,2.189029932,2.326090097,2.270740032,2.320090055,,,1.896649957,2.063930035,2.269880056,2.256710052,2.727720022,,3.495300055,3.716399908,,,,,,11.0302,10.5638504,10.45209026,9.687729836,,10.14649963,9.724470139,,,,
"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,,,,,,,,,,,,,,,,,0.02932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.470749974,,1.866770029,,,,,,,,,,,,,,
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.147109985,,,,
"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,,,,,,,,,,,,,24.02165031,17.66909027,,,,29.50658989,11.27912045,12.65159035,13.66224957,12.77945995,12.01698971,8.432840347,16.54040909,12.58950043,15.89153004,,,,,13.47432041,14.37409973,18.10856056,17.1760807,,16.11920929,,19.51197052,15.13368988,19.37939072,17.37737083,16.64076996,12.42144966,11.79267025,8.826379776,8.682109833,12.22562027,11.47478962,9.180310249,8.883580208,9.486800194,11.37483978,9.807149887,10.88790035,12.93642998,15.75984955,13.30878544,,,,,
Trained teachers in secondary education (% of total teachers),SE.SEC.TCAQ.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.89124298,86.66864777,87.93054199,88.77609253,,,82.08869934,87.11408997,81.25312042,,,,,,,,100,88.86489868,,,,,,
"Trained teachers in secondary education, male (% of male teachers)",SE.SEC.TCAQ.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.50186157,85.49810791,87.1410675,,,,80.23330688,84.57888031,73.8572998,,,,,,,,100,86.02619934,,,,,,
"Trained teachers in secondary education, female (% of female teachers)",SE.SEC.TCAQ.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.26178741,87.71044159,88.61306,,,,83.55532837,89.21040344,87.25135803,,,,,,,,100,91.21710968,,,,,,
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.07219028,0,0,,0.206670001,,1.47555995,2.090039968,,,,,0.942589998,1.164100051,0.85029,1.325150013,,2.558569908,1.438109994,,,,,,
"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,,,,,,,,,,,10.22861004,6.862040043,7.292089939,10.09290028,,10.60760021,10.83957958,10.99816036,11.0314703,12.31807041,13.03400993,13.99221039,14.55823994,15.64918041,16.50315094,17.06258965,17.24312019,18.04805946,18.69041061,19.12253952,18.9165802,18.76145935,19.55957985,20.36521912,22.06146049,,23.74700928,24.90562057,23.90996933,25.4540596,25.85059929,27.79371071,28.56883049,29.34799004,31.63134956,33.47359085,34.41381836,36.16666031,38.28287888,41.07447052,44.84038162,47.09460831,48.98136902,48.52001953,48.84185028,50.3755188,48.59767151,51.21075058,,,,,
"Secondary education, vocational pupils",SE.SEC.ENRL.VO,,,,,,,,,,,1314,999,1133,1233,,865,1069,1522,1780,1962,1937,2110,1809,1999,1880,1920,2135,2230,2256,2148,1906,1933,703,672,784,719,678,695,973,1183,1321,1347,1128,1169,1722,1400,1528,,,,2516,,6691,3355,2363,4733,,2858,,,,,
"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,,,,,,,,,,,57.77333,53.39048,53.0373,52.56788,53.36061,54.78188,56.15808,57.44278,57.39341,59.50668,59.61036,60.0377,59.84748,60.76952,60.01073,59.42749,59.95501,60.52069,60.35931,59.53533,59.76503,59.21369,59.32942,59.20415,59.393,59.40801,58.87271,58.53935,59.90851,57.43474,56.7939,56.0749,56.28513,55.93353,55.84965,55.86706,55.96065,56.75033,57.25582,57.94761,57.70881,57.55781,57.17236,57.0134,57.28207,57.19147,57.26666,57.18016,,,,,
"Secondary education, duration (years)",SE.SEC.DURS,,,,,,,,,,,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.860329986,,5.350500107,,,,,,,,,,,,,,
"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,,,,,,,,,,,,,,,,,5.979070187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.48336029,,19.75835991,,,,,,,,,,27.88524055,,,,
"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,,,,,,,,,,,,,6.583459854,12.34253025,,,,,,,,,,,,,20.95442009,21.70014,,,,,,,,,,,27.60536957,29.14246941,28.02086067,29.67079926,29.0600605,30.32632065,32.01757813,33.03147888,34.46149826,34.08842087,36.37599182,45.74481964,50.81848145,49.89699554,52.11904144,51.74617004,54.2567482,,54.21337891,53.94321823,,,,,
"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,53740,,58410,57911,51029,,51007,50552,58347,59293,60489,61722,59010,62419,64655,64699,66881,64793,64084,65657,67690,66403,66384,70527,69365,71624,72480,,83520,87140,47425,43729,38674,34830,35225,33035,29360,31914,29779,30382,27402,25078,23731,22417,23624,23639,22439,19002,,,,,
"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,,,,,,,,,,,46.35548,,44.00702,44.95548,51.63762,,52.15937,52.55312,47.4721,48.12213,48.98784,49.8648,53.82625,53.68238,54.60259,56.94626,57.27534,58.57455,59.74988,59.17956,58.1139,59.48835,59.90068,57.97049,59.37422,59.30835,59.14053,,53.46402,51.31694,71.92492,73.7839,76.70562,79.44443,80.05963,81.99948,84.5355,83.5009,85.08431,85.50387,88.11071,88.64096,88.71804,85.67425,86.89823,88.54358,90.48576,,,,,,
"Primary education, teachers",SE.PRM.TCHR,,,,,,,,,,,3964,3877,3936,3951,4139,4226,4233,4304,4421,4782,5097,5350,5295,5670,5648,5663,5773,5880,6210,6275,6448,6685,7051,7292,7433,7923,7898,8089,,8225,8578,8762,8908,9294,9993,10154,10418,10778,11301,11536,11508,11378,11200,11324,11167,10930,10687,11167,,,,,
"Repeaters, primary, total (% of total enrollment)",SE.PRM.REPT.ZS,,,,,,,,,,,,19.81639,21.57434,18.54379,5.51418,6.0314,7.8368,14.48728,15.64263,16.38088,20.65897,21.91503,23.37909,24.49946,23.68262,22.60456,23.59617,22.79687,22.06822,22.21359,21.71901,22.16069,20.91453,19.56136,18.44768,18.43677,20.05776,20.21442,20.28008,20.3663,18.30308,19.61774,21.17406,21.69622,18.16824,20.53529,20.94597,20.9855,21.15311,19.82004,20.01461,18.33659,16.66614,13.66745,8.7494,8.39599,9.16797,,,,,,
"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,,,34.73089981,44.48715973,32.21677017,25.09445953,20.16362953,22.75852966,27.08975029,29.44718933,39.15420151,41.10034943,36.5582695,36.79835129,41.06689835,35.76287842,38.76324844,41.04462814,35.68109131,39.97909164,42.27622986,44.02954865,39.86169052,58.19836044,54.08333969,41.99391174,47.78290939,50.77537155,46.25104141,52.44744873,47.51335907,50.85161972,58.06755829,49.61380005,49.23464966,55.22203064,37.8253212,54.8128891,47.48463058,61.83160019,55.60137939,53.82535934,47.69849014,57.9681015,57.02328873,59.40758896,,,,,,,
"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,,,,,,,,,,,,,69.69671631,84.88804626,62.52645111,62.62554169,63.14511871,64.96674347,62.36695099,65.36225891,68.35259247,72.94875336,68.43366241,66.15139008,75.38273621,69.8006134,79.35237122,77.2412262,68.27986908,75.36110687,82.73390198,73.39675903,66.32334137,87.00424194,82.36273193,71.0015564,74.42991638,81.28829193,76.24841309,80.73776245,74.30058289,79.74407196,85.04376984,68.65193939,81.20768738,80.02391052,69.38163757,88.75164795,80.2048111,84.84506989,81.94389343,84.05996704,75.84237671,85.53569031,82.54380798,89.45407867,,,,,,,
"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,,,,,,,,,,,34.75131,,31.07543,33.47137,33.5049,,24.93981,24.01286,35.00969,33.35872,34.12652,35.12519,33.43192,34.24339,32.7375,32.74395,32.53458,32.33347,32.54899,32.36232,32.58849,32.28722,30.95107,30.20662,31.90796,34.91269,33.25312,,39.3157,41.80745,29.20547,28.85784,29.26294,30.45531,31.70316,31.46258,31.1405,29.28627,27.89652,26.70257,25.49104,24.0311,22.79746,22.50481,21.49162,20.17015,19.26275,18.6016,,,,,
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,,,,,,,,,,,46.35548,,44.00702,44.95548,51.63762,,52.15937,52.55312,47.4721,48.12213,48.98784,49.8648,53.82625,53.68238,54.60259,56.94626,57.27534,58.57455,59.74988,59.17956,58.1139,59.48835,59.90068,57.97049,59.37422,59.30835,59.14053,,53.43325,51.17059,71.80725,73.64544,76.51778,79.27604,79.87606,81.80775,84.32411,83.37968,84.85408,85.28999,87.79324,88.33875,88.45444,85.3819,86.57068,88.14467,90.07054,93.23133,,,,,
"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,,,,,,,,,,,,,90.97735,99.42467,143.13782,122.18176,116.11871,115.81181,106.99616,110.63924,108.73939,109.7452,116.96345,111.26864,108.47357,114.27625,101.65453,107.71789,111.41182,104.93009,97.91254,101.37113,99.8936,93.13558,105.28361,107.4707,100.94524,95.39926,96.25314,94.57898,194.34624,142.71682,122.70068,123.28169,133.78528,120.77944,122.83243,116.96627,112.91,121.75858,119.60546,119.44107,122.36384,117.57802,121.50235,126.17882,125.43648,125.60992,,,,,
"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,88.40975952,84.34417725,84.97221375,88.68090057,101.2947693,101.2140808,99.4200592,99.50164795,97.52311707,97.5149765,98.01085663,100.0900269,103.3233566,103.350441,101.8484268,103.3594818,101.8419876,104.5607529,106.2843399,105.0441513,103.8733292,104.8319626,103.5432129,99.65289307,101.5745468,103.1948471,101.1988373,99.00377655,99.46143341,98.83013153,112.3764725,115.3967209,118.3701172,123.2769394,124.0829086,124.6131973,127.2356186,121.0894775,120.4350433,118.3904266,118.1526871,117.5915909,116.6684036,112.7498932,110.8128204,108.8215866,108.1328278,109.9726181,,,,,
"Primary education, duration (years)",SE.PRM.DURS,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,31.81270981,34.92433929,38.44385147,47.38925171,50.2121582,47.09159088,43.90628052,44.52848053,45.79050064,45.60874176,46.74951172,47.22629929,48.43463135,48.61886978,48.46109009,48.26129913,50.7938385,52.6529808,52.69129181,54.82947922,55.62857819,58.08372879,58.17237854,60.57564926,64.21524048,61.48762894,60.41577911,60.70803833,59.83333969,57.89384079,60.23408127,62.32423019,65.40138245,68.29070282,64.44583893,83.86190796,80.67640686,78.18305969,77.6428299,79.7661972,80.03883362,79.90428925,81.11701202,80.49217224,79.34462738,81.15354156,,,,,,
Trained teachers in preprimary education (% of total teachers),SE.PRE.TCAQ.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,
"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5107708,21.21118927,19.07749939,25.72271919,25.83086967,26.36819077,,31.43078995,,,,,37.36032104,42.83731079,43.87792969,40.73490143,35.7928009,39.77700043,39.75297928,,35.40950012,33.45366669,,,
"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.422809988,0.467900008,,0.68829,0.684620023,0.655350029,,0.859080017,0.949180007,0.851769984,,0.931980014,0.976239979,0.947290003,0.941799998,1.033450007,1.091240048,1.268980026,1.344300032,1.333649993,1.247900009,1.275079966,1.129340053,1.171569943,1.149549961,1.157379985,1.125049949,,,1.40478003,1.355209947,1.400149941,1.249220014,1.347049952,,1.220849991,1.168110013,,,,,,1.311560035,1.290279984,1.288480043,1.326169968,,1.371109962,1.343219995,,,,
"Compulsory education, duration (years)",SE.COM.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.92690277,,,,,,,,,83.19441223,,,,,86.63220215,,,,,,,,89.73000336
Regulatory Quality: Standard Error,RQ.STD.ERR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.358660489,,0.392262578,,0.367690444,,0.338029325,0.264576823,0.22536096,0.170168802,0.178094521,0.165584728,0.16200608,0.165809065,0.159789994,0.163416401,0.186232686,0.186036155,0.187705994,0.177288502,0.178719327,0.186721385,0.183192089,0.18347846,0.190477803,0.179125771,0.191184431
Regulatory Quality: Number of Sources,RQ.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,2,4,5,7,8,8,8,8,8,8,8,8,8,8,7,7,7,7,8,8
"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.19095612,,41.5,,40.79602051,,40.29850769,43.28358078,36.53845978,37.79904175,39.71291733,35.40670013,36.53845978,40.75829315,35.54502487,38.02816772,40.37558746,41.78403854,37.98077011,39.04761887,34.2857132,31.4285717,29.04761887,25.7142849,24.2857151,25.7142849,23.58490562
